Word,Length,Freq_HAL,SUBTLWF,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Mean_Accuracy,X,Item,Frequency,Pronunciation,Letters,Degree,Clustering Coefficient,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Mean Shortest Path
faze,4,100,0.43,"f""ez",3,1,{faze},"{f""ez}",1,VB,710.5,0.8,,faze,0.43,F EY Z,4,12,0.45454545454545453,3.4563814585874554e-06,0.013338738751472415,-1.2814032854319557e-16,
fear,4,34537,69.08,"f""Ir",3,1,{fear},"{f""Ir}",1,NN|VB,588.47,1,,fear,69.08,F IH R,4,12,0.8333333333333334,8.739228609534307e-06,0.01327705672256387,-3.6703276953404656e-17,
feat,4,1607,1.53,"f""it",3,1,{feat},"{f""it}",1,NN,672.44,0.84,,feat,1.53,F IY T,4,10,0.35555555555555557,8.692014992962507e-05,0.014284395603255905,2.166401252232428e-18,
feed,4,20084,42.39,"f""id",3,1,{feed},"{f""id}",1,NN|VB,579.58,0.94,,feed,42.39,F IY D,4,7,0.47619047619047616,1.2534806942106521e-05,0.012584198400238595,7.276338919176006e-18,
feel,4,162048,627.24,"f""il",3,1,{feel},"{f""il}",1,VB|NN,593.65,0.97,,feel,627.24,F IY L,4,7,0.2857142857142857,2.576313096114963e-05,0.012999042518412846,-2.1767654921778214e-18,
fell,4,16827,73.0,"f""El",3,1,{fell},"{f""El}",1,VB|NN,595.94,1,,fell,73.0,F EH L,4,13,0.3974358974358974,4.9586209207156775e-05,0.014505404565857593,-2.3829843702890873e-17,
felt,4,50231,119.82,"f""Elt",4,1,{felt},"{f""Elt}",1,VB|NN|JJ,702.59,0.94,,felt,119.82,F EH L T,4,6,0.4,3.415780205513184e-05,0.014521452903452187,4.533548827865541e-18,
fern,4,569,3.2,"f""3`n",3,1,{fern},"{f""3`n}",1,NN,707.06,0.91,,fern,3.2,F AH R N,4,0,0.0,0.0,0.0,1.0525192266312936e-18,
face,4,77706,289.16,"f""es",3,1,{face},"{f""es}",1,NN|VB,551.16,0.97,,face,289.16,F EY S,4,10,0.4,1.262691643098767e-05,0.013861984387468615,-1.231849497517099e-16,
emit,4,1140,0.39,"I.m""It",4,2,{e--mit},"{I-.-m""It}",2,VB,739.36,0.85,,emit,0.39,IH M IH T,4,3,0.3333333333333333,1.2698039738845512e-08,0.00016902360696377262,2.4253013206528393e-18,
duck,4,6829,24.76,"d""Vk",3,1,{duck},"{d""Vk}",1,NN|VB,546.18,1,,duck,24.76,D AH K,4,12,0.2878787878787879,2.9469158879664272e-05,0.013202648731159936,-3.4066329430980164e-17,
duct,4,1101,3.14,"d""Vkt",4,1,{duct},"{d""Vkt}",1,NN,648.59,0.82,,duct,3.14,D AH K T,4,3,0.3333333333333333,4.807487063241218e-06,0.012266653206961546,-7.72783376134651e-18,
duds,4,227,1.35,"d""Vdz",4,1,{dud}>s>,"{d""Vd}>z>",2,NN,739.09,0.97,,duds,1.35,D AH D Z,4,1,0.0,0.0,5.6341202321257534e-05,-5.204416006208572e-19,
duel,4,1681,2.35,"d""u@l",4,1,{duel},"{d""u@l}",1,NN,653.28,0.94,,duel,2.35,D UW AH L,4,4,0.16666666666666666,8.081560063107073e-06,0.0125910966863289,-4.480070912125714e-18,
duet,4,992,1.29,"du.""Et",4,2,{duet},"{du.""Et}",1,NN,674.64,0.97,,duet,1.29,D UW EH T,4,4,0.16666666666666666,1.0902506144303036e-05,0.012459619273141036,-3.3420682692242843e-18,
duke,4,12035,25.04,"d""uk",3,1,{duke},"{d""uk}",1,NN,641.74,0.97,,duke,25.04,D UW K,4,4,0.3333333333333333,2.8552967224143014e-06,0.011714552150980745,-3.1001124137251473e-18,
dulcimer,8,359,0.1,"d@ls@m@`,7,3,NULL,NULL,NULL,NN,848.44,0.26,,dulcimer
dull,4,4644,12.08,dVl",3,1,{dull},"{d""Vl}",1,JJ|VB,669.97,1,,dull,12.08,D AH L,4,12,0.3787878787878788,2.3103089346825656e-05,0.013678313610263806,-2.808378124084187e-17,
dumb,4,12449,46.96,"d""Vm",3,1,{dumb},"{d""Vm}",1,JJ|NN,610.38,1,,dumb,46.96,D AH M,4,2,0.0,8.101349353383437e-06,0.009545686495599167,2.378968023599371e-18,
dump,4,10072,28.82,"d""Vmp",4,1,{dump},"{d""Vmp}",1,VB|NN,633.79,0.97,,dump,28.82,D AH M P,4,8,0.5357142857142857,2.3343882144220464e-05,0.011001943781600045,-3.1699173759132827e-18,
dune,4,2291,1.0,"d""un",3,1,{dune},"{d""un}",1,NN,684.5,0.88,,dune,1.0,D UW N,4,7,0.14285714285714285,1.9836507634135083e-05,0.012750101654196778,-1.93970546005604e-17,
dung,4,1175,1.76,"d""VN",3,1,{dung},"{d""VN}",1,NN,753.43,0.68,,dung,1.76,D AH NG,4,6,0.26666666666666666,4.653574900298503e-06,0.01201952283099712,-9.540105804306393e-19,
dunk,4,1068,2.59,"d""VNk",4,1,{dunk},"{d""VNk}",1,VB|NN,715.5,0.73,,dunk,2.59,D AH NG K,4,10,0.26666666666666666,2.4843336653108415e-05,0.013024841582101217,-1.0911500270565693e-17,
dupe,4,387,0.65,"d""up",3,1,{dupe},"{d""up}",1,VB|NN,673,0.48,,dupe,0.65,D UW P,4,3,0.3333333333333333,3.2356859746278546e-06,0.012133813063938455,-2.9201209209659442e-18,
dusk,4,795,1.2,"d""Vsk",4,1,{dusk},"{d""Vsk}",1,NN,622.19,0.97,,dusk,1.2,D AH S K,4,6,0.13333333333333333,1.214853538671155e-05,0.01258247500960586,-9.72228177408818e-18,
dust,4,18645,23.84,"d""Vst",4,1,{dust},"{d""Vst}",1,NN|VB,589.06,1,,dust,23.84,D AH S T,4,10,0.4888888888888889,2.4809859907288244e-05,0.013375634374747704,-3.3870655586226626e-18,
duty,4,14997,50.96,"d""u.4i",4,2,{duty},"{d""u.4i}",1,NN,602.21,0.97,,duty,50.96,D UW T IY,4,0,0.0,0.0,0.0,6.401862504221466e-19,
eared,5,84,0.02,"ird,3,1,NULL,NULL,NULL,JJ,900.11,0.63,,eared
earl,4,6000,20.43,3`l",2,1,{earl},"{""3`l}",1,NN,748.79,0.77,,earl,20.43,AH R L,4,1,0.0,0.0,0.01090142768392762,-2.5725406310460565e-18,
doll,4,5685,24.76,"d""Al",3,1,{doll},"{d""Al}",1,NN|VB,616.15,1,,doll,24.76,D AA L,4,8,0.32142857142857145,3.963098863663803e-05,0.01428217511583118,-1.3125304948954248e-17,
dome,4,2233,1.96,"d""om",3,1,{dome},"{d""om}",1,NN,694.61,0.94,,dome,1.96,D OW M,4,12,0.3333333333333333,2.5667585643102816e-05,0.014052803995127254,-1.4585115022169138e-17,
doom,4,33765,5.61,"d""um",3,1,{doom},"{d""um}",1,NN|VB,645.5,0.97,,doom,5.61,D UW M,4,5,0.6,1.7679075000287779e-06,0.011862780183362426,-1.0519001003065723e-17,
door,4,53813,292.06,"d""Or",3,1,{door},"{d""Or}",1,NN,507.38,0.97,,door,292.06,D OW AH R,4,6,0.26666666666666666,1.156330077943126e-05,0.012307733760233355,-1.53772614477427e-17,
dope,4,1900,16.08,"d""op",3,1,{dope},"{d""op}",1,NN|VB,629.5,1,,dope,16.08,D OW P,4,12,0.3787878787878788,1.3208090403938353e-05,0.0136458090776982,-4.052583423292568e-18,
dose,4,5092,5.29,"d""os",3,1,{dose},"{d""os}",1,NN|VB,669.03,0.97,,dose,5.29,D OW S,4,11,0.45454545454545453,1.5003498198848268e-05,0.013874544324998789,-7.901879059482512e-18,
dour,4,106,0.16,"d""aUr",3,1,{dour},"{d""aUr}",1,JJ,712.25,0.24,,dour,0.16,D AW R,4,8,0.5714285714285714,6.382038002634431e-06,0.011783664553051429,-2.483694636913374e-18,
dove,4,2713,5.57,"d""Vv",3,1,{dove},"{d""Vv}",1,NN,631.66,1,,dove,5.57,D OW V,4,11,0.38181818181818183,1.2063995500187417e-05,0.013737624479686301,-1.6523318539263324e-17,
down,4,293731,1490.27,"d""aUn",3,1,{down},"{d""aUn}",1,RB|minor|JJ|NN,621.22,0.97,,down,1490.27,D AW N,4,3,0.3333333333333333,1.6190000667028027e-05,0.010414558209038992,6.475112416240957e-19,
doze,4,277,0.39,"d""oz",3,1,{doze},"{d""oz}",1,NN|VB,696.79,0.91,,doze,0.39,D OW Z,4,8,0.5357142857142857,1.0248629487292859e-05,0.013204546208701063,-7.414032072781611e-18,
drab,4,342,0.8,"dr""ab",4,1,{drab},"{dr""ab}",1,JJ,729.62,0.74,,drab,0.8,D R AE B,4,5,0.4,1.7734219119294291e-06,0.0097669004486172,1.6410893233152599e-18,
drag,4,11908,26.45,"dr""ag",4,1,{drag},"{dr""ag}",1,VB|NN,656.52,0.97,,drag,26.45,D R AE G,4,6,0.26666666666666666,1.430469012067768e-05,0.010048915292589083,2.7959205197162216e-18,
dram,4,7095,0.2,"dr""am",4,1,{dram},"{dr""am}",1,NN,745.63,0.23,,dram,0.2,D R AE M,4,7,0.2857142857142857,1.2969714992346998e-05,0.010051113939409472,6.642247913865315e-18,
draw,4,26592,40.41,"dr""O",3,1,{draw},"{dr""O}",1,VB|NN,580.74,0.94,,draw,40.41,D R AO,4,3,1.0,0.0,0.009124762391512761,2.4347423692699233e-18,
drip,4,1348,5.12,"dr""Ip",4,1,{drip},"{dr""Ip}",1,NN|VB,618.26,1,,drip,5.12,D R IH P,4,3,0.3333333333333333,7.311053937614521e-06,0.010105282943262428,2.649162661165564e-18,
drop,4,47322,130.61,"dr""Ap",4,1,{drop},"{dr""Ap}",1,NN|VB,613.19,0.97,,drop,130.61,D R AA P,4,3,0.3333333333333333,1.1851064015613601e-05,0.011185443452659117,-7.002510839336966e-18,
drug,4,37439,45.22,"dr""Vg",4,1,{drug},"{dr""Vg}",1,NN|VB,572.22,0.97,,drug,45.22,D R AH G,4,2,0.0,5.879848503975418e-07,0.00881993208410694,1.381911962451627e-18,
drum,4,8300,8.47,"dr""Vm",4,1,{drum},"{dr""Vm}",1,NN|VB,605.16,1,,drum,8.47,D R AH M,4,2,0.0,5.138909796725169e-07,0.008821625782058761,9.538348871229201e-19,
dual,4,13358,1.12,"d""u@l",4,1,{dual},"{d""u@l}",1,JJ|NN,627.3,0.91,,dual,1.12,D UW AH L,4,4,0.3333333333333333,7.966270915901422e-06,0.012866157753835875,-1.0447275877645194e-17,
diva,4,872,1.53,"d""i.v@",4,2,{diva},"{d""i.v@}",1,NN,744.34,0.91,,diva,1.53,D IY V AH,4,2,0.0,7.707961312504213e-07,0.011366724300401088,-9.941384153743315e-18,
dive,4,8177,12.82,"d""aIv",3,1,{dive},"{d""aIv}",1,NN|VB,668.88,0.97,,dive,12.82,D AY V,4,13,0.34615384615384615,2.1458336873081215e-05,0.013436272670392218,-7.248981844780831e-17,
dock,4,2543,9.75,"d""Ak",3,1,{dock},"{d""Ak}",1,NN|VB,700.3,1,,dock,9.75,D AA K,4,9,0.5,2.0707450516544728e-05,0.013503414538527629,-4.6527217068240856e-17,
doer,4,147,0.41,"d""u@`",3,1,{do}>er>,"{d""u}>@`>",2,NN,817,0.62,,doer,0.41,D UW R,4,3,0.3333333333333333,9.949850590141735e-06,0.01161092285102262,3.562165131350309e-18,
doff,4,42,0.16,"d""Of",3,1,{doff},"{d""Of}",1,VB,699.67,0.09,,doff,0.16,D AA F,4,0,0.0,0.0,0.0,-5.397805345337228e-19,
dole,4,6478,0.96,"d""ol",3,1,{dole},"{d""ol}",1,NN|VB,691.96,0.7,,dole,0.96,D OW L,4,13,0.32051282051282054,4.772106601238071e-05,0.014523748422406257,-1.2958666595294848e-17,
dill,4,491,1.76,"d""Il",3,1,{dill},"{d""Il}",1,NN,772.9,0.88,,dill,1.76,D IH L,4,13,0.5,1.5772589451611786e-05,0.014082960226876454,-5.214657243207599e-17,
dime,4,2557,12.06,"d""aIm",3,1,{dime},"{d""aIm}",1,NN,630.65,1,,dime,12.06,D AY M,4,9,0.2777777777777778,1.74652157832701e-05,0.013615476069967691,-5.2751041378119705e-17,
dine,4,570,4.29,"d""aIn",3,1,{dine},"{d""aIn}",1,VB,751.86,0.85,,dine,4.29,D AY N,4,14,0.46153846153846156,2.3680285166688494e-05,0.014126265762629457,-1.2880701389267238e-16,
dire,4,4069,2.2,"d""aIr",3,1,{dire},"{d""aIr}",1,JJ,736,0.64,,dire,2.2,D AY R,4,11,0.2909090909090909,2.8110762705198905e-05,0.014288838650099842,-9.836848081165578e-17,
dirt,4,7642,25.69,"d""3`t",3,1,{dirt},"{d""3`t}",1,NN,603.77,1,,dirt,25.69,D AH R T,4,3,0.0,1.3268177084235661e-05,0.01333486683891756,-1.2520663033512136e-17,
dish,4,7237,11.45,"d""IS",3,1,{dish},"{d""IS}",1,NN|VB,608.03,0.97,,dish,11.45,D IH SH,4,4,0.16666666666666666,6.803662803102725e-06,0.01202266847947422,-2.892419320322842e-17,
disk,4,108080,6.63,"d""Isk",4,1,{disk},"{d""Isk}",1,NN,577.24,0.97,,disk,6.63,D IH S K,4,5,0.1,1.0063983157010451e-05,0.012240505265140153,-1.5615491496042792e-17,
desk,4,13624,43.9,"d""Esk",4,1,{desk},"{d""Esk}",1,NN,636.52,0.97,,desk,43.9,D EH S K,4,3,0.3333333333333333,1.1687689127528234e-06,0.011743000066480316,-6.7995986552997295e-18,
dial,4,12970,8.86,"d""aI@l",4,1,{dial},"{d""aI@l}",1,NN|VB,573.88,0.97,,dial,8.86,D AY L,4,3,0.3333333333333333,3.507658172188196e-06,0.013047036711181766,-1.005552977705382e-17,
dibs,4,333,2.31,"dIbz,4,1,NULL,NULL,NULL,NN,725.52,0.68,,dibs
dice,4,14894,10.45,daIs",3,1,{dice},"{d""aIs}",1,NN,610.27,0.94,,dice,10.45,D AY S,4,8,0.32142857142857145,2.3235595905022566e-05,0.013375634374747704,-4.962263103089916e-17,
diet,4,12432,15.37,"d""aI@t",4,1,{diet},"{d""aI@t}",1,NN|VB,664.56,1,,diet,15.37,D AY AH T,4,3,0.0,1.215572935525516e-05,0.01246299952796283,2.94877699542691e-18,
deft,4,199,0.39,"d""Eft",4,1,{deft},"{d""Eft}",1,JJ,711.6,0.59,,deft,0.39,D EH F T,4,5,0.2,9.617995933088686e-06,0.012429279291144749,2.8307901304231633e-18,
defy,4,1119,3.1,"dI.f""aI",4,2,{defy},"{dI.f""aI}",1,VB,722.43,0.91,,defy,3.1,D IH F AY,4,2,0.0,2.1150037752529918e-07,0.010602034678068542,1.8648864686705895e-18,
dell,4,6060,2.43,"d""El",3,1,{dell},"{d""El}",1,NN,757.57,0.82,,dell,2.43,D EH L,4,12,0.4696969696969697,4.3692394766377154e-05,0.014277736211366276,-2.2431773606874343e-17,
dent,4,2465,3.53,"d""Ent",4,1,{dent},"{d""Ent}",1,NN|VB,744.32,0.91,,dent,3.53,D EH N T,4,8,0.39285714285714285,2.0980553566773914e-05,0.013424493354784042,1.0854060767921362e-17,
deny,4,13082,21.39,"dI.n""aI",4,2,{deny},"{dI.n""aI}",1,VB,643.84,0.91,,deny,21.39,D IH N AY,4,2,0.0,1.671452706910293e-06,0.011317717728522048,-3.226020644085008e-19,
dank,4,594,0.55,"d""aNk",4,1,{dank},"{d""aNk}",1,JJ|NN,754.5,0.44,,dank,0.55,D AE NG K,4,7,0.2857142857142857,1.0557443289205448e-05,0.013155388390627432,-1.1043194737841132e-17,
dare,4,8885,55.41,"d""Er",3,1,{dare},"{d""Er}",1,VB|NN,570.21,1,,dare,55.41,D AE R,4,16,0.30833333333333335,5.028067545300307e-05,0.015071724494773947,-2.0701944431569988e-16,
dark,4,71249,88.61,"d""Ark",4,1,{dark},"{d""Ark}",1,JJ|NN|RB,556.45,1,,dark,88.61,D AA R K,4,9,0.3611111111111111,2.070936050722247e-05,0.014380534124298324,-5.3748937215569414e-17,
darn,4,4516,13.9,"d""Arn",4,1,{darn},"{d""Arn}",1,JJ|VB|minor,651.52,0.85,,darn,13.9,D AA R N,4,9,0.2777777777777778,4.996051315926129e-05,0.01400354100291754,-3.8458586533095434e-17,
dart,4,1653,1.92,"d""Art",4,1,{dart},"{d""Art}",1,NN|VB,652.7,0.97,,dart,1.92,D AA R T,4,9,0.3611111111111111,2.865464593039247e-05,0.014738086705188,-5.957008146711373e-17,
dash,4,3424,6.04,"d""aS",3,1,{dash},"{d""aS}",1,NN|VB,556.64,0.94,,dash,6.04,D AE SH,4,9,0.7777777777777778,4.523676483254186e-06,0.012317634068929077,-2.2636166671041683e-16,
date,4,136274,141.53,"d""et",3,1,{date},"{d""et}",1,NN|VB,537.87,0.97,,date,141.53,D EY T,4,12,0.4090909090909091,1.3831642581326973e-05,0.013625572077731275,-9.73496292607938e-17,
daub,4,88,0.08,"d""Ob",3,1,{daub},"{d""Ob}",1,VB|NN,696.8,0.15,,daub,0.08,D AO B,4,0,0.0,0.0,0.0,-6.521012788988835e-19,
dawn,4,8283,25.51,"d""On",3,1,{dawn},"{d""On}",1,NN|VB,628.56,1,,dawn,25.51,D AO N,4,7,0.3333333333333333,4.3539959921799e-05,0.012169169870217482,-1.9804095433081504e-18,
daze,4,598,0.55,"d""ez",3,1,{daze},"{d""ez}",1,NN|VB,610,1,,daze,0.55,D EY Z,4,11,0.38181818181818183,7.753133422558817e-06,0.013408819690622006,-8.534237737827622e-17,
dead,4,72864,448.98,"d""Ed",3,1,{dead},"{d""Ed}",1,JJ|NN|RB,593.8,1,,dead,448.98,D EH D,4,9,0.3333333333333333,1.6076698793808754e-05,0.013579253993517882,-2.1073420094752752e-17,
deaf,4,6119,14.53,"d""Ef",3,1,{deaf},"{d""Ef}",1,JJ|NN,580.94,0.97,,deaf,14.53,D EH F,4,5,0.6,2.331143451743566e-06,0.012459619273141036,-1.0590679799269216e-17,
deal,4,83766,261.37,"d""il",3,1,{deal},"{d""il}",1,NN|VB,601.82,1,,deal,261.37,D IY L,4,14,0.3076923076923077,4.890045682212863e-05,0.013795380258279578,-4.577841191389606e-17,
dean,4,14488,38.71,"d""in",3,1,{dean},"{d""in}",1,NN,635.65,1,,dean,38.71,D IY N,4,8,0.42857142857142855,7.2625598244054515e-06,0.012876977227770425,-2.1884269433612965e-17,
dear,4,29554,223.43,"d""Ir",3,1,{dear},"{d""Ir}",1,JJ|NN|minor,600.12,1,,dear,223.43,D IH R,4,16,0.5083333333333333,2.035872840761874e-05,0.013503414538527629,-4.638461609577989e-17,
debt,4,14192,14.22,"d""Et",3,1,{debt},"{d""Et}",1,NN,727.65,1,,debt,14.22,D EH T,4,2,1.0,0.0,0.011529330219618772,1.6048288722260562e-18,
deck,4,28755,23.76,"d""Ek",3,1,{deck},"{d""Ek}",1,NN|VB,659.38,0.97,,deck,23.76,D EH K,4,7,0.2857142857142857,1.4590165265209504e-05,0.013013772311634843,-2.2678913835434173e-17,
deed,4,1981,9.31,"d""id",3,1,{deed},"{d""id}",1,NN,659,0.97,,deed,9.31,D IY D,4,9,0.3611111111111111,1.4134597334652203e-05,0.012790927540044827,5.936862179946086e-18,
deem,4,1103,0.59,"d""im",3,1,{deem},"{d""im}",1,VB,857.85,0.79,,deem,0.59,D IY M,4,6,0.26666666666666666,1.1802770461569493e-05,0.012070051565967155,4.923748381254692e-18,
deep,4,42695,76.39,"d""ip",3,1,{deep},"{d""ip}",1,JJ|NN,560.38,1,,deep,76.39,D IY P,4,9,0.5,4.644642441362055e-06,0.012240505265140153,1.177882096603635e-17,
deer,4,4911,8.71,"d""Ir",3,1,{deer},"{d""Ir}",1,NN,580.91,1,,deer,8.71,D IH R,4,11,0.32727272727272727,1.9167213742012165e-05,0.012641336340140613,7.328128745348652e-18,
crow,4,4667,4.45,"kr""o",3,1,{crow},"{kr""o}",1,NN|VB,577.88,1,,crow,4.45,K R OW,4,6,0.2,2.0649906452484855e-05,0.011101647235396568,-1.2533144786105367e-18,
crux,4,845,0.29,"kr""Vks",5,1,{crux},"{kr""Vks}",1,NN,647.08,0.41,,crux,0.29,K R AH K S,4,0,0.0,0.0,0.0,8.548311289430713e-19,
cube,4,5028,2.98,"kj""ub",4,1,{cube},"{kj""ub}",1,NN|VB,589.82,1,,cube,2.98,K Y UW B,4,3,0.3333333333333333,7.215769213046099e-06,0.012314332196775498,-5.9060980434550616e-18,
cuff,4,835,5.71,"k""Vf",3,1,{cuff},"{k""Vf}",1,NN|VB,694.83,0.85,,cuff,5.71,K AH F,4,3,1.0,0.0,0.00018029184742802411,1.606848193647249e-18,
cult,4,10847,4.45,"k""Vlt",4,1,{cult},"{k""Vlt}",1,NN,669.77,0.97,,cult,4.45,K AH L T,4,2,0.0,4.2383667543885885e-06,0.012810545527069435,-1.4615628566063826e-18,
curb,4,2042,4.1,"k""3`b",3,1,{curb},"{k""3`b}",1,VB|NN,629.82,1,,curb,4.1,K AH R B,4,4,1.0,0.0,0.012805189201413518,-7.855565533166565e-18,
curd,4,148,0.43,"k""3`d",3,1,{curd},"{k""3`d}",1,NN,748.9,0.85,,curd,0.43,K AH R D,4,6,0.4666666666666667,8.317238449757786e-06,0.013733517566538412,-1.8873614919994995e-17,
cure,4,8515,20.84,"kj""Ur",4,1,{cure},"{kj""Ur}",1,NN|VB,631.18,1,,cure,20.84,K Y UH R,4,12,0.21212121212121213,5.216985423675025e-05,0.014416637771872272,-5.4795177153909795e-17,
curl,4,1236,2.35,"k""3`l",3,1,{curl},"{k""3`l}",1,VB,627.51,1,,curl,2.35,K AH R L,4,8,0.42857142857142855,1.4759448514860577e-05,0.013404906991558503,-1.2674958477696698e-17,
curt,4,2743,2.67,"k""3`t",3,1,{curt},"{k""3`t}",1,JJ,865.78,0.68,,curt,2.67,K AH R T,4,7,0.2857142857142857,1.7489236356656294e-05,0.01369462401552273,-2.8554553130779654e-17,
cusp,4,154,0.27,"k""Vsp",4,1,{cusp},"{k""Vsp}",1,NN,781,0.44,,cusp,0.27,K AH S P,4,0,0.0,0.0,0.0,4.3232459504210754e-19,
cute,4,11008,87.75,"kj""ut",4,1,{cute},"{kj""ut}",1,JJ|NN,582.79,0.97,,cute,87.75,K Y UW T,4,5,0.2,8.962195938328904e-06,0.012739494248494453,-4.715819437329303e-18,
cyst,4,306,0.43,"s""Ist",4,1,{cyst},"{s""Ist}",1,NN,763.83,0.73,,cyst,0.43,S IH S T,4,2,1.0,0.0,0.013076748152596355,-1.8585550621975292e-17,
czar,4,451,0.69,"z""Ar",3,1,{czar},"{z""Ar}",1,NN,775.22,0.72,,czar,0.69,Z AA R,4,1,0.0,0.0,0.009824340517551539,2.4134774654435986e-19,
dale,4,9905,9.08,"d""el",3,1,{dale},"{d""el}",1,NN,876.91,0.7,,dale,9.08,D EY L,4,12,0.4090909090909091,1.8764022888143033e-05,0.014414375983705992,-1.0115620975128102e-16,
dame,4,2947,13.76,"d""em",3,1,{dame},"{d""em}",1,NN,718.68,0.82,,dame,13.76,D EY M,4,14,0.25274725274725274,4.345050034606338e-05,0.013814047890564124,-9.561930298267959e-17,
damn,4,30471,283.53,"d""am",3,1,{damn},"{d""am}",1,JJ|VB|NN|RB|minor,594.12,0.97,,damn,283.53,D AE M,4,4,0.3333333333333333,1.5517090064195448e-05,0.012653523277804984,-5.940105385798682e-18,
damp,4,1712,2.92,"d""amp",4,1,{damp},"{d""amp}",1,NN|VB|JJ,670.26,0.94,,damp,2.92,D AE M P,4,8,0.39285714285714285,3.022234641685507e-05,0.012390725896175589,-1.5237192815338908e-18,
coup,4,2299,2.61,"k""u",2,1,{coup},"{k""u}",1,NN,666.3,0.61,,coup,2.61,K UW,4,3,0.3333333333333333,2.238312354510509e-05,0.013367849922907318,-9.688795155805349e-18,
cove,4,1145,3.25,"k""ov",3,1,{cove},"{k""ov}",1,NN,654.56,0.79,,cove,3.25,K OW V,4,11,0.38181818181818183,1.548001856682098e-05,0.014178585265454012,-5.948201639135453e-17,
cozy,4,726,5.65,"k""o.zi",4,2,{cozy},"{k""o.zi}",1,JJ|NN,656.44,0.94,,cozy,5.65,K OW Z IY,4,1,0.0,0.0,0.010157792428981979,4.422732165018019e-19,
crab,4,980,6.9,"kr""ab",4,1,{crab},"{kr""ab}",1,NN,619.31,0.94,,crab,6.9,K R AE B,4,6,0.26666666666666666,1.3883480439996054e-05,0.010560601439096779,3.1210325286020077e-18,
crag,4,135,0.37,"kr""ag",4,1,{crag},"{kr""ag}",1,NN,747.63,0.24,,crag,0.37,K R AE G,4,5,0.4,1.1649889970431409e-05,0.01077991699168626,5.081854865901535e-18,
cram,4,1273,1.51,"kr""am",4,1,{cram},"{kr""am}",1,VB|JJ,697.39,0.91,,cram,1.51,K R AE M,4,7,0.2857142857142857,2.3156615063903597e-05,0.010914377823727962,3.18445351305357e-18,
crap,4,21328,61.78,"kr""ap",4,1,{crap},"{kr""ap}",1,NN|VB|minor,621.32,1,,crap,61.78,K R AE P,4,8,0.17857142857142858,6.455839160859486e-05,0.011786687943571775,2.0655177625394507e-18,
crew,4,15253,47.53,"kr""u",3,1,{crew},"{kr""u}",1,NN|VB,591.44,0.94,,crew,47.53,K R UW,4,3,0.0,2.4757241607885884e-06,0.009871841895362844,3.005959455183528e-19,
crib,4,1280,6.2,"kr""Ib",4,1,{crib},"{kr""Ib}",1,NN|VB,598.48,1,,crib,6.2,K R IH B,4,1,0.0,0.0,0.009209826836421612,1.1160283452303195e-19,
crop,4,4786,4.86,"kr""Ap",4,1,{crop},"{kr""Ap}",1,NN|VB,620.66,1,,crop,4.86,K R AA P,4,6,0.13333333333333333,9.431582043105486e-05,0.012776697610922262,-2.898174708559269e-18,
cook,4,13551,45.57,"k""Uk",3,1,{cook},"{k""Uk}",1,NN|VB,558.79,0.97,,cook,45.57,K UH K,4,8,0.2857142857142857,3.783983656539713e-05,0.014134958849252614,-2.6170034973789574e-17,
cool,4,49548,195.88,"k""ul",3,1,{cool},"{k""ul}",1,JJ|VB|NN,572.31,0.94,,cool,195.88,K UW L,4,8,0.2857142857142857,3.349345647613401e-05,0.013617494074424483,-1.01942485588792e-17,
coop,4,851,10.35,"k""up",3,1,{coop},"{k""up}",1,NN,717.65,0.74,,coop,10.35,K UW P,4,8,0.14285714285714285,0.0001503108776767934,0.014262221751031043,-2.2798579803781517e-17,
cope,4,3789,3.25,"k""op",3,1,{cope},"{k""op}",1,VB|NN,568.69,0.94,,cope,3.25,K OW P,4,13,0.32051282051282054,3.1745572048332486e-05,0.014145840264840953,-5.409119129808144e-17,
copy,4,126341,52.27,"k""A.pi",4,2,{copy},"{k""A.pi}",1,NN|VB,550.09,1,,copy,52.27,K AA P IY,4,2,0.0,8.101349353383437e-06,0.011826133674879906,-5.075268782490523e-18,
cord,4,4635,7.02,"k""Ord",4,1,{cord},"{k""Ord}",1,NN,642.76,0.94,,cord,7.02,K AO R D,4,11,0.2,4.267365151694992e-05,0.014932103448747276,-4.0347877175150874e-17,
core,4,19755,9.82,"k""Or",3,1,{core},"{k""Or}",1,NN|JJ|VB,628.78,0.97,,core,9.82,K OW R,4,19,0.25146198830409355,0.0001800980908409921,0.015735097194749442,-1.0711598448144036e-16,
cork,4,1394,2.86,"k""Ork",4,1,{cork},"{k""Ork}",1,NN|VB,595.3,0.97,,cork,2.86,K AO R K,4,9,0.2777777777777778,4.236854913343044e-05,0.014809354049023532,-2.793084782001872e-17,
corn,4,4988,14.22,"k""Orn",4,1,{corn},"{k""Orn}",1,NN,555.42,0.97,,corn,14.22,K AO R N,4,7,0.3333333333333333,7.780064374857591e-05,0.014606873214648965,-2.7048757938333707e-17,
corp,4,21190,1.29,"k""Orp",4,1,NULL,NULL,NULL,NULL,714.83,0.91,,corp,1.29,K AO R P AH R EY SH AH N,4,7,0.3333333333333333,0.0001299293543655788,0.014883724691421026,-2.7139112108056704e-17,
