Word,Length,Freq_HAL,SUBTLWF,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Mean_Accuracy,X,Item
botany,6,622,0.39,b"A.4@.ni,6,3,{botan--y},{b"A.4@.n--i},2,NN,842.32,0.91,,botany
botch,5,243,0.31,b"AtS,3,1,{botch},{b"AtS},1,VB|NN,741,0.61,,botch
both,4,296623,295.33,b"oT,3,1,{both},{b"oT},1,minor,599.12,1,,both
bother,6,20419,67.37,b"A.D@`,4,2,{bother},{b"A.D@`},1,VB|NN|minor,688.88,1,,bother
bothered,8,7149,10.41,b"A.D@`d,5,2,{bother}>ed>,{b"A.D@`}>d>,2,VB|JJ,656.61,0.97,,bothered
bothering,9,2369,17.98,b"A.D@`.IN,6,3,{bother}>ing>,{b"A.D@`}.>IN>,2,VB,653.39,0.97,,bothering
bothers,7,2907,7.35,b"A.D@`z,5,2,{bother}>s>,{b"A.D@`}>z>,2,VB,793.16,0.97,,bothers
bothersome,10,441,0.31,b"A.D@`.sm=,6,3,{bother}>some>,{b"A.D@`}.>sm=>,2,JJ,841.03,1,,bothersome
bottle,6,18633,50.75,b"A.4l=,4,2,{bottle},{b"A.4l=},1,NN|VB,607.21,1,,bottle
bottled,7,1255,2.61,b"A.4l=d,5,2,{bottle}>ed>,{b"A.4l=}>d>,2,JJ|VB,785.43,0.97,,bottled
bottleneck,10,1037,0.51,b"A.4l=.n%Ek,7,3,{bottle}{neck},{b"A.4l=}.{n%Ek},2,NN,721.42,0.91,,bottleneck
bottlenecks,11,378,0.04,b"A.4l=.n%Eks,8,3,{bottle}{neck}>s>,{b"A.4l=}.{n%Ek}>s>,3,NN,823.09,0.97,,bottlenecks
bottles,7,5673,13.37,b"A.4l=z,5,2,{bottle}>s>,{b"A.4l=}>z>,2,NN|VB,611.97,0.97,,bottles
bottling,8,600,0.75,b"A.4l=.IN,6,3,{bottle}>ing>,{b"A.4l=}.>IN>,2,NN|VB,752.41,0.91,,bottling
bottom,6,43483,49.92,b"A.4@m,5,2,{bottom},{b"A.4@m},1,NN|VB|JJ,648.65,1,,bottom
bottomless,10,1732,0.88,b"A.4@m.l@s,8,3,{bottom}>less>,{b"A.4@m}.>l@s>,2,JJ,682.41,0.94,,bottomless
bottoms,7,1520,3.59,b"A.4@mz,6,2,{bottom}>s>,{b"A.4@m}>z>,2,NN|VB,655,1,,bottoms
boudoir,7,49,0.88,b"u.dwAr,6,2,{boudoir},{b"u.dwAr},1,NN,994.46,0.37,,boudoir
bough,5,296,0.29,b"aU,2,1,{bough},{b"aU},1,NN,736.45,0.65,,bough
boughs,6,35,0.35,b"aUz,3,1,{bough}>s>,{b"aU}>z>,2,NN,945.04,0.68,,boughs
bought,6,57147,85.53,b"Ot,3,1,{bought},{b"Ot},1,VB,695.61,0.97,,bought
bouillabaisse,13,38,0.37,b%u.j@.b"Es,7,3,{bouillabaisse},{b%u.j@.b"Es},1,NN,1040.14,0.24,,bouillabaisse
bouillon,8,96,0.14,"bUljAn,6,2,NULL,NULL,NULL,NN,931.86,0.68,,bouillon
boulder,7,6519,2.08,b"ol.d@`,5,2,{boulder},{b"ol.d@`},1,NN,710.79,0.88,,boulder
boulders,8,342,0.45,b"ol.d@`z,6,2,{boulder}>s>,{b"ol.d@`}>z>,2,NN,706.93,0.88,,boulders
boulevard,9,2518,5.18,b"U.l@.vArd,8,3,{boulevard},{b"U.l@.vArd},1,NN,832.73,0.94,,boulevard
boulevards,10,33,0.16,b"U.l@.vArdz,9,3,{boulevard}>s>,{b"U.l@.vArd}>z>,2,NN,806.19,0.84,,boulevards
bounce,6,4232,9.84,b"aUns,4,1,{bounce},{b"aUns},1,VB|NN,564.71,0.97,,bounce
bounced,7,3458,2.96,b"aUnst,5,1,{bounce}>ed>,{b"aUns}>t>,2,VB,637,0.97,,bounced
bouncer,7,288,1.59,b"aUns.@`,5,2,{bounce}>er>,{b"aUns}.>@`>,2,NN,685.29,1,,bouncer
bouncing,8,2515,4.25,b"aUns.IN,6,2,{bounce}>ing>,{b"aUns}.>IN>,2,VB|NN,594.64,0.97,,bouncing
bouncy,6,468,1.78,b"aUns.i,5,2,{bounce}>y>,{b"aUns}.>i>,2,JJ,670.79,0.97,,bouncy
bound,5,12725,18.43,b"aUnd,4,1,{bound},{b"aUnd},1,VB|NN,639.61,1,,bound
boundaries,10,4981,3.71,b"aUn4.@`.riz,8,3,{bound}>ary>>s>,{b"aUn4}.>@`.ri>>z>,3,NN,679.61,0.97,,boundaries
boundary,8,4319,1.35,b"aUn4.@`.ri,7,3,{bound}>ary>,{b"aUn4}.>@`.ri>,2,NN,690.73,0.97,,boundary
bounded,7,690,0.18,b"aUn4.@d,6,2,{bound}>ed>,{b"aUn4}.>@d>,2,VB,683.37,0.97,,bounded
bounding,8,582,0.2,b"aUn4.IN,6,2,{bound}>ing>,{b"aUn4}.>IN>,2,VB,785.9,0.91,,bounding
boundless,9,449,0.29,b"aUnd.l@s,7,2,{bound}>less>,{b"aUnd}.>l@s>,2,JJ,718.34,0.97,,boundless
bounds,6,2885,2.25,b"aUndz,5,1,{bound}>s>,{b"aUnd}>z>,2,NN|VB,654.06,0.94,,bounds
bounteous,9,20,0.04,b"aUn.4i@s,7,2,{bounty}>ous>,{b"aUn.4i}>@s>,2,JJ,1199.82,0.53,,bounteous
bountiful,9,227,0.76,b"aUn.4I.fl=,7,3,{bounty}>ful>,{b"aUn.4I$}.>fl=>,2,JJ,886.48,0.82,,bountiful
bounty,6,1701,7.18,b"aUn.4i,5,2,{bounty},{b"aUn.4i},1,NN,735.19,0.97,,bounty
bouquet,7,597,3.22,bo.k"e,4,2,{bouquet},{bo.k"e},1,NN,722.32,0.97,,bouquet
bouquets,8,128,0.59,bo.k"ez,5,2,{bouquet}>s>,{bo.k"e}>z>,2,NN,769.84,0.97,,bouquets
bourbon,7,457,6.25,b"3`.b@n,5,2,{bourbon},{b"3`.b@n},1,NN,729.72,0.88,,bourbon
bourbons,8,125,0.12,b"3`.b@nz,6,2,{bourbon}>s>,{b"3`.b@n}>z>,2,NN,890.67,0.91,,bourbons
bourgeois,9,765,1.18,bUrZ.w"A,6,2,{bourgeois},{bUrZ.w"A},1,JJ|NN,831.83,0.74,,bourgeois
bourgeoisie,11,515,0.29,b%UrZ.wA.z"i,8,3,{bourgeoisie},{b%UrZ.wA.z"i},1,NN,1035.35,0.67,,bourgeoisie
bout,4,5608,19.1,b"aUt,3,1,{bout},{b"aUt},1,NN,710.77,0.71,,bout
boutique,8,687,1.08,bu.t"ik,5,2,{boutique},{bu.t"ik},1,NN,703.72,0.97,,boutique
bouts,5,522,0.51,b"aUts,4,1,{bout}>s>,{b"aUt}>s>,2,NN,758.43,0.62,,bouts
bovine,6,899,0.43,b"o.vaIn,5,2,{bov--ine},{b"o.v--aIn},2,JJ|NN,771.5,0.61,,bovine
bovines,7,53,0.04,b"o.vaInz,6,2,{bov--ine}>s>,{b"o.v--aIn}>z>,3,NN,747,0.3,,bovines
bow,3,7503,20.27,b"o,2,1,{bow},{b"o},1,NN,657.29,1,,bow
bowed,5,1014,0.8,b"od,3,1,{bow}>ed>,{b"o}>d>,2,JJ,712.9,0.94,,bowed
bowel,5,953,3.59,b"aU@l,4,1,{bowel},{b"aU@l},1,NN,667.13,0.94,,bowel
bowels,6,767,1.71,b"aU@lz,5,1,{bowel}>s>,{b"aU@l}>z>,2,NN,699.97,0.91,,bowels
bower,5,387,0.25,b"aUr,3,1,{bower},{b"aUr},1,NN,933.78,0.55,,bower
bowers,6,1145,1.18,b"aUrz,4,1,{bower}>s>,{b"aUr}>z>,2,NN,868.11,0.55,,bowers
Bowie,5,1443,2.82,b"o.i,3,2,{bowie},{b"o.i},1,NN,756.85,0.61,,bowie
bowing,6,674,1.25,b"aU.IN,4,2,{bow}>ing>,{b"aU}.>IN>,2,VB|NN,723.44,0.97,,bowing
bowl,4,10720,21.45,b"ol,3,1,{bowl},{b"ol},1,NN|VB,602.03,0.94,,bowl
bowler,6,1306,1.31,b"ol.@`,4,2,{bowl}>er>,{b"ol}.>@`>,2,NN,697.25,0.85,,bowler
bowling,7,5426,10.69,b"ol.IN,5,2,{bowl}>ing>,{b"ol}.>IN>,2,NN|VB,598.64,0.97,,bowling
bowls,5,1100,2.18,b"olz,4,1,{bowl}>s>,{b"ol}>z>,2,NN|VB,617.1,0.91,,bowls
bowman,6,3035,3.57,b"o.m@n,5,2,{bow--man},{b"o-.-m@n},2,NN,872.5,0.73,,bowman
bows,4,1206,1.75,b"aUz,3,1,{bow}>s>,{b"aU}>z>,2,NN|VB,694.55,0.97,,bows
bowwow,6,2,0.06,"baU%waU,4,2,NULL,NULL,NULL,NN,954.08,0.39,,bowwow
box,3,171530,89.75,b"Aks,4,1,{box},{b"Aks},1,NN|VB,697.03,1,,box
boxcar,6,249,0.65,b"Aks.k%Ar,7,2,{box}{car},{b"Aks}.{k%Ar},2,NN,683.29,0.9,,boxcar
boxcars,7,89,0.16,b"Aks.k%Arz,8,2,{box}{car}>s>,{b"Aks}.{k%Ar}>z>,3,NN,682.82,0.97,,boxcars
boxed,5,3530,1.31,b"Akst,5,1,{box}>ed>,{b"Aks}>t>,2,VB,605.49,1,,boxed
boxer,5,1744,3.84,b"Aks.@`,5,2,{box}>er>,{b"Aks}.>@`>,2,NN,574.91,0.94,,boxer
boxes,5,24778,15.69,b"Aks.@z,6,2,{box}>s>,{b"Aks}.>@z>,2,NN|VB,625.94,1,,boxes
boxing,6,2810,7.25,b"Aks.IN,6,2,{box}>ing>,{b"Aks}.>IN>,2,NN|VB,551.5,0.97,,boxing
boxy,4,122,0.18,b"Aks.i,5,2,{box}>y>,{b"Aks}.>i>,2,JJ,759,0.59,,boxy
boy,3,42823,529.82,b"OI,2,1,{boy},{b"OI},1,NN,532.91,0.97,,boy
boycott,7,3052,0.96,b"OI.kAt,5,2,{boycott},{b"OI.kAt},1,NN|VB,646.68,1,,boycott
boycotted,9,205,0.14,b"OI.k%A4.@d,7,3,{boycott}>ed>,{b"OI.k%A4}.>@d>,2,JJ|VB,702.78,0.94,,boycotted
boyfriend,9,4682,72.24,b"OI.fr%End,7,2,{boy}{friend},{b"OI}.{fr%End},2,NN,654.84,0.97,,boyfriend
boyhood,7,451,0.61,b"OI.hUd,5,2,{boy}>hood>,{b"OI}.>hUd>,2,NN,720.61,1,,boyhood
boyish,6,623,0.61,b"OI.IS,4,2,{boy}>ish>,{b"OI}.>IS>,2,JJ,722.42,0.91,,boyish
boys,4,23926,224.16,b"OIz,3,1,{boy}>s>,{b"OI}>z>,2,NN,688.31,0.97,,boys
bra,3,3728,10.92,br"A,3,1,{bra},{br"A},1,NN,659.28,0.94,,bra
brace,5,1418,6.25,br"es,4,1,{brace},{br"es},1,NN|VB,583.88,0.97,,brace
braced,6,269,0.27,br"est,5,1,{brace}>ed>,{br"es}>t>,2,VB|JJ,673.97,0.94,,braced
bracelet,8,443,7.8,br"es.l@t,7,2,{brace}>let>,{br"es}.>l@t>,2,NN,673.48,0.94,,bracelet
braces,6,845,3.22,br"es.@z,6,2,{brace}>s>,{br"es}.>@z>,2,NN|VB,632.42,1,,braces
bracing,7,331,0.45,br"es.IN,6,2,{brace}>ing>,{br"es}.>IN>,2,VB,789.03,0.91,,bracing
bracken,7,199,0.63,br"a.k@n,6,2,{bracken},{br"a.k@n},1,NN,888.88,0.5,,bracken
bracket,7,2667,0.63,br"a.k@t,6,2,{bracket},{br"a.k@t},1,NN|VB,808.16,0.97,,bracket
brackets,8,2652,0.22,br"a.k@ts,7,2,{bracket}>s>,{br"a.k@t}>s>,2,NN|VB,759.67,0.97,,brackets
Brad,4,12450,30.22,br"ad,4,1,{brad},{br"ad},1,NN,666.65,0.94,,brad
brae,4,124,0.08,br"e,3,1,{brae},{br"e},1,NN,583.83,0.18,,brae
brag,4,1165,3.51,br"ag,4,1,{brag},{br"ag},1,VB,675.5,0.94,,brag
braggart,8,59,0.25,br"a.gArt,7,2,{bragg--art},{br"a.g--Art},2,NN|JJ,823.84,0.58,,braggart
bragged,7,258,0.59,br"agd,5,1,{bragg}>ed>,{br"ag}>d>,2,VB,699.56,0.97,,bragged
bragging,8,1038,2.31,br"ag.IN,6,2,{bragg}>ing>,{br"ag}.>IN>,2,VB,659.27,0.97,,bragging
Brahmin,7,357,0.08,br"A.mIn,6,2,{brahmin},{br"A.mIn},1,NN,1083.43,0.23,,brahmin
Brahms,6,2048,0.76,br"Amz,5,1,{brahms},{br"Amz},1,NN,811.37,0.61,,brahms
braid,5,501,0.94,br"ed,4,1,{braid},{br"ed},1,NN|VB,703.06,0.97,,braid
braided,7,431,0.35,br"e4.@d,6,2,{braid}>ed>,{br"e4}.>@d>,2,JJ|VB,737.65,0.91,,braided
braiding,8,103,0.1,br"e4.IN,6,2,{braid}>ing>,{br"e4}.>IN>,2,VB,921.75,0.88,,braiding
braids,6,186,0.78,br"edz,5,1,{braid}>s>,{br"ed}>z>,2,NN|VB,604.57,0.94,,braids
braille,7,528,0.55,br"el,4,1,{braille},{br"el},1,NN,817.33,0.73,,braille
brain,5,54113,77.02,br"en,4,1,{brain},{br"en},1,NN,583.88,1,,brain
brainchild,10,222,0.22,br"en.tS%aIld,8,2,{brain}{child},{br"en}.{tS%aIld},2,NN,798.91,0.94,,brainchild
brains,6,6642,27.47,br"enz,5,1,{brain}>s>,{br"en}>z>,2,NN,616.42,0.97,,brains
brainstorm,10,642,0.78,br"en.st%Orm,9,2,{brain}{storm},{br"en}.{st%Orm},2,NN,709.7,1,,brainstorm
brainwash,9,1437,0.43,br"en.w%AS,7,2,{brain}{wash},{br"en}.{w%AS},2,VB,758.03,0.94,,brainwash
brainwashing,12,1120,0.73,br"en.w%AS.IN,9,3,{brain}{wash}>ing>,{br"en}.{w%AS}.>IN>,3,VB|NN,920.73,0.97,,brainwashing
brainwave,9,168,0.1,br"en.w%ev,7,2,{brain}{wave},{br"en}.{w%ev},2,NN,850.56,0.91,,brainwave
brainy,6,258,0.94,br"en.i,5,2,{brain}>y>,{br"en}.>i>,2,JJ,683.73,0.97,,brainy
brake,5,6154,5.98,br"ek,4,1,{brake},{br"ek},1,NN|VB,662.09,1,,brake
brakeman,8,35,0.1,br"ek.m@n,7,2,{brake}>man>,{br"ek}.>m@n>,2,NN,864.08,0.8,,brakeman
brakes,6,4661,6.65,br"eks,5,1,{brake}>s>,{br"ek}>s>,2,NN|VB,618.18,0.97,,brakes
bran,4,594,1.31,br"an,4,1,{bran},{br"an},1,NN,713.67,0.56,,bran
branch,6,13544,10.08,br"antS,5,1,{branch},{br"antS},1,NN|VB,625.55,1,,branch
branched,8,280,0.14,br"antSt,6,1,{branch}>ed>,{br"antS}>t>,2,VB,612.47,0.94,,branched
branches,8,4575,3.33,br"antS.@z,7,2,{branch}>s>,{br"antS}.>@z>,2,NN|VB,667.66,0.94,,branches
branching,9,527,0.29,br"antS.IN,7,2,{branch}>ing>,{br"antS}.>IN>,2,VB|NN,732.67,0.97,,branching
branchy,7,2,0.02,br"antS.i,6,2,{branch}>y>,{br"antS}.>i>,2,JJ,777.21,0.85,,branchy
brand,5,25019,13.96,br"and,5,1,{brand},{br"and},1,NN|VB,562.47,1,,brand
branded,7,959,1.55,br"an4.@d,7,2,{brand}>ed>,{br"an4}.>@d>,2,VB,664.85,1,,branded
brandish,8,64,0.04,br"an.4IS,7,2,{brandish},{br"an.4IS},1,VB,929.18,0.85,,brandish
brandishing,11,174,0.22,br"an.4IS.IN,9,3,{brandish}>ing>,{br"an.4IS}.>IN>,2,VB|NN,836.5,0.77,,brandishing
Brandon,7,4540,9.29,br"an.4@n,7,2,{bran--don},{br"an-.-4@n},2,NN,755.16,1,,brandon
brands,6,5196,1.02,br"andz,6,1,{brand}>s>,{br"and}>z>,2,NN|VB,615.71,0.91,,brands
brandy,6,1564,11.12,br"an.4i,6,2,{brandy},{br"an.4i},1,NN,708.61,1,,brandy
Brandywine,10,121,0.14,"brandi%waIn,9,3,NULL,NULL,NULL,NN,940.72,0.86,,brandywine
brash,5,246,0.41,br"aS,4,1,{brash},{br"aS},1,JJ,751.5,0.67,,brash
brashness,9,19,0.02,br"aS.n@s,7,2,{brash}>ness>,{br"aS}.>n@s>,2,NN,837.68,0.63,,brashness
brass,5,12055,12.12,br"as,4,1,{brass},{br"as},1,NN,652.5,0.88,,brass
brasserie,9,32,0.1,br"a.s@`.ri,7,3,{brasserie},{br"a.s@`.ri},1,NN,991.76,0.53,,brasserie
brassiere,9,136,0.53,br"a.Z@`,5,2,{brassiere},{br"a.Z@`},1,NN,881.3,0.59,,brassiere
brassy,6,57,0.12,br"as.i,5,2,{brass}>y>,{br"as}.>i>,2,JJ,783.1,0.62,,brassy
brat,4,1080,6.22,br"at,4,1,{brat},{br"at},1,NN,607.62,1,,brat
bratwurst,9,38,0.47,br"at.w@`st,8,2,{bratwurst},{br"at.w@`st},1,NN,821.52,0.78,,bratwurst
bravado,7,263,0.47,br@.v"A.4o,7,3,{brav--ado},{br@.v--"A.4o},2,NN,914.44,0.79,,bravado
brave,5,5524,31.71,br"ev,4,1,{brave},{br"ev},1,JJ,573.09,0.97,,brave
braved,6,79,0.25,br"evd,5,1,{brave}>ed>,{br"ev}>d>,2,VB,718.97,1,,braved
bravely,7,341,1.53,br"ev.li,6,2,{brave}>ly>,{br"ev}.>li>,2,RB,658.45,0.94,,bravely
braver,6,261,1.14,br"ev.@`,5,2,{brave}>er>,{br"ev}.>@`>,2,JJ,666.19,0.82,,braver
bravery,7,455,2.88,br"ev.@`.ri,7,3,{brave}>ery>,{br"ev}.>@`.ri>,2,NN,626.03,1,,bravery
braves,6,1057,0.63,br"evz,5,1,{brave}>s>,{br"ev}>z>,2,NN,582,1,,braves
bravest,7,92,1.71,br"ev.Ist,7,2,{brave}>est>,{br"ev}.>Ist>,2,JJ,732.68,0.94,,bravest
braving,7,50,0.16,br"ev.IN,6,2,{brave}>ing>,{br"ev}.>IN>,2,VB|NN,656.83,0.94,,braving
bravo,5,2368,19.02,br"A.vo,5,2,{bravo},{br"A.vo},1,minor,650.28,0.97,,bravo
brawl,5,1090,2.12,br"Ol,4,1,{brawl},{br"Ol},1,NN|VB,592.29,0.94,,brawl
brawn,5,269,0.57,br"On,4,1,{brawn},{br"On},1,NN,800.91,0.7,,brawn
bray,4,761,0.39,br"e,3,1,{bray},{br"e},1,VB|NN,729.07,0.42,,bray
braying,7,52,0.04,br"e.IN,5,2,{bray}>ing>,{br"e}.>IN>,2,JJ|VB,1046.71,0.21,,braying
brazen,6,307,1.18,br"e.zn=,5,2,{brazen},{br"e.zn=},1,JJ,735.04,0.82,,brazen
brazenly,8,198,0.14,br"e.zn=.li,7,3,{brazen}>ly>,{br"e.zn=}.>li>,2,RB,838.92,0.69,,brazenly
brazier,7,59,0.04,br"e.Z@`,5,2,{brazier},{br"e.Z@`},1,NN,738.38,0.77,,brazier
Brazil,6,6287,5.25,br@.z"Il,6,2,{brazil},{br@.z"Il},1,NN,664.44,0.91,,brazil
Brazilian,9,2138,2.06,br@.z"Il.j@n,9,3,{brazil}>ian>,{br@.z"Il}.>j@n>,2,JJ|NN,755.85,0.94,,brazilian
breach,6,2604,6.22,br"itS,4,1,{breach},{br"itS},1,NN|VB,724.65,0.94,,breach
breaching,9,199,0.25,br"itS.IN,6,2,{breach}>ing>,{br"itS}.>IN>,2,VB,816.68,0.97,,breaching
bread,5,9063,28.33,br"Ed,4,1,{bread},{br"Ed},1,NN,589.5,1,,bread
breadbasket,11,37,0.2,br"Ed.b%a.sk@t,10,3,{bread}{basket},{br"Ed}.{b%a.sk@t},2,NN,857,0.88,,breadbasket
breadboard,10,123,0.02,br"Ed.b%Ord,8,2,{bread}{board},{br"Ed}.{b%Ord},2,NN,816.59,0.84,,breadboard
breaded,7,40,0.22,br"Ed@d,6,2,NULL,NULL,NULL,NULL,705.88,0.94,,breaded
breadfruit,10,7,0.12,br"Ed.fr%ut,8,2,{bread}{fruit},{br"Ed}.{fr%ut},2,NN,930.65,0.77,,breadfruit
breadline,9,11,0.08,br"Ed.l%aIn,7,2,{bread}{line},{br"Ed}.{l%aIn},2,NN,884.46,0.81,,breadline
breadth,7,1090,0.43,br"EtT,5,1,{bread--th},{br"Et--T},2,NN,741.7,0.59,,breadth
breadwinner,11,91,0.31,br"Ed.w%In.@`,8,3,{bread}{winn}>er>,{br"Ed}.{w%In}.>@`>,3,NN,898.97,0.97,,breadwinner
break,5,47766,221.08,br"ek,4,1,{break},{br"ek},1,VB|NN,604.15,1,,break
breakable,9,217,0.16,br"ek.@.bl=,7,3,{break}>able>,{br"ek}.>@.bl=>,2,JJ,656.38,1,,breakable
breakables,10,14,0.14,br"ek.@.bl=z,8,3,{break}>able>>s>,{br"ek}.>@.bl=>>z>,3,NN,845.3,0.97,,breakables
breakage,8,474,0.22,br"ek.IdZ,6,2,{break}>age>,{br"ek}.>IdZ>,2,NN,738.48,0.94,,breakage
breakaway,9,606,0.67,br"ek.@.w%e,7,3,{break}{away},{br"ek}.{@.w%e},2,NN,663.76,1,,breakaway
breakdown,9,3655,7.31,br"ek.d%aUn,7,2,{break}{down},{br"ek}.{d%aUn},2,NN,750.28,0.97,,breakdown
breakdowns,10,353,0.47,br"ek.d%aUnz,8,2,{break}{down}>s>,{br"ek}.{d%aUn}>z>,3,NN,729.25,0.97,,breakdowns
breaker,7,1545,2.29,br"ek.@`,5,2,{break}>er>,{br"ek}.>@`>,2,NN,649.97,1,,breaker
breakers,8,695,1.65,br"ek.@`z,6,2,{break}>er>>s>,{br"ek}.>@`>>z>,3,NN,616.43,1,,breakers
breakfast,9,7624,66.29,br"Ek.f@st,8,2,{break--fast},{br"Ek-.-f@st},2,NN|VB,639.35,1,,breakfast
breakfasted,11,8,0.04,br"Ek.f@st.@d,10,3,{break--fast}>ed>,{br"Ek-.-f@st}.>@d>,3,VB,954.33,0.64,,breakfasted
breakfasts,10,380,0.45,br"Ek.f@sts,9,2,{break--fast}>s>,{br"Ek-.-f@st}>s>,3,NN|VB,862.57,0.97,,breakfasts
breaking,8,12257,42.25,br"ek.IN,6,2,{break}>ing>,{br"ek}.>IN>,2,VB|NN,578.91,1,,breaking
breakneck,9,104,0.1,br"ek.n%Ek,7,2,{break}{neck},{br"ek}.{n%Ek},2,JJ,919.16,0.94,,breakneck
breakout,8,1479,0.31,br"ek.%aUt,6,2,{break}{out},{br"ek}.{%aUt},2,NN,646.53,1,,breakout
breaks,6,10802,18.82,br"eks,5,1,{break}>s>,{br"ek}>s>,2,NN|VB,625.85,0.97,,breaks
breakthrough,12,1639,3.43,br"ek.Tr%u,7,2,{break}{through},{br"ek}.{Tr%u},2,NN,766.42,1,,breakthrough
breakthroughs,13,461,0.27,br"ek.Tr%uz,8,2,{break}{through}>s>,{br"ek}.{Tr%u}>z>,3,NN,774.94,0.97,,breakthroughs
breakup,7,713,2.92,br"ek.%Vp,6,2,{break}{up},{br"ek}.{%Vp},2,NN,600.56,1,,breakup
breakups,8,58,0.45,br"ek.%Vps,7,2,{break}{up}>s>,{br"ek}.{%Vp}>s>,3,NN,706.82,1,,breakups
breakwater,10,42,0.1,br"ek.w%O.4@`,8,3,{break}{water},{br"ek}.{w%O.4@`},2,NN,789.81,0.94,,breakwater
breast,6,7545,8.96,br"Est,5,1,{breast},{br"Est},1,NN|VB,631.97,1,,breast
breastbone,10,64,0.18,br"Est.b%on,8,2,{breast}{bone},{br"Est}.{b%on},2,NN,764.23,0.94,,breastbone
breasted,8,265,0.12,br"Est.@d,7,2,{breast}>ed>,{br"Est}.>@d>,2,VB,777.84,0.97,,breasted
breastfeed,10,386,0.18,br"Est.f%id,8,2,{breast}{feed},{br"Est}.{f%id},2,VB,924.41,0.94,,breastfeed
breastplate,11,124,0.24,br"Est.pl%et,9,2,{breast}{plate},{br"Est}.{pl%et},2,NN,925.45,1,,breastplate
breasts,7,10188,12.43,br"Ests,6,1,{breast}>s>,{br"Est}>s>,2,NN|VB,600.88,0.97,,breasts
breaststroke,12,93,0.2,br"Est.str%ok,10,2,{breast}{stroke},{br"Est}.{str%ok},2,NN,1002.35,0.79,,breaststroke
breath,6,14432,44.92,br"ET,4,1,{breath},{br"ET},1,NN,614.71,1,,breath
breathalyse,11,0,0.02,br"E.T@.laIz,8,3,{breath--a--lyse},{br"E.T--@-.-laIz},3,NN|VB|JJ,1455.4,0.17,,breathalyse
breathe,7,3117,48.51,br"iD,4,1,{breathe},{br"iD},1,VB,661.61,1,,breathe
breathed,8,1133,1.39,br"iDd,5,1,{breathe}>ed>,{br"iD}>d>,2,VB,862.73,0.94,,breathed
breather,8,373,1.22,br"iD.@`,5,2,{breathe}>er>,{br"iD}.>@`>,2,NN,809.76,0.78,,breather
breathes,8,437,1.84,br"iDz,5,1,{breathe}>s>,{br"iD}>z>,2,VB,863.5,0.94,,breathes
breathing,9,7054,27.78,br"iD.IN,6,2,{breathe}>ing>,{br"iD}.>IN>,2,NN|VB,613.3,1,,breathing
breathless,10,546,1.08,br"ET.l@s,7,2,{breath}>less>,{br"ET}.>l@s>,2,JJ,703.15,1,,breathless
breathlessly,12,185,0.18,br"ET.l@s.li,9,3,{breath}>less>>ly>,{br"ET}.>l@s>.>li>,3,RB,816.94,0.97,,breathlessly
breaths,7,593,3.1,br"ETs,5,1,{breath}>s>,{br"ET}>s>,2,NN,668.62,0.97,,breaths
breathtaking,12,641,1.24,br"ET.t%ek.IN,9,3,{breath}{take}>ing>,{br"ET}.{t%ek}.>IN>,3,JJ,774.47,1,,breathtaking
breathy,7,89,0.02,br"ET.i,5,2,{breath}>y>,{br"ET}.>i>,2,JJ,794.26,0.84,,breathy
bred,4,3086,2.45,br"Ed,4,1,{bred},{br"Ed},1,VB|JJ,685.59,0.84,,bred
breech,6,516,0.69,br"itS,4,1,{breech},{br"itS},1,NN|VB,649.41,0.91,,breech
breeches,8,147,0.37,br"ItS.@z,6,2,{breech}>s>,{br"ItS}.>@z>,2,NN,829.03,0.91,,breeches
breed,5,15241,6.33,br"id,4,1,{breed},{br"id},1,NN|VB,647.18,1,,breed
breeder,7,4110,0.78,br"i4.@`,5,2,{breed}>er>,{br"i4}.>@`>,2,NN,753.58,0.97,,breeder
breeding,8,8624,3.65,br"i4.IN,6,2,{breed}>ing>,{br"i4}.>IN>,2,VB|NN,604.09,0.97,,breeding
breeds,6,5486,1.06,br"idz,5,1,{breed}>s>,{br"id}>z>,2,NN|VB,646.97,0.94,,breeds
breeze,6,2120,8.04,br"iz,4,1,{breeze},{br"iz},1,NN|VB,616.63,0.97,,breeze
breezes,7,148,0.84,br"iz.@z,6,2,{breeze}>s>,{br"iz}.>@z>,2,NN|VB,601.38,0.94,,breezes
breezy,6,151,0.78,br"iz.i,5,2,{breeze}>y>,{br"iz}.>i>,2,JJ,673.59,0.91,,breezy
brethren,8,1350,1.33,br"ED.r@n,7,2,{brethren},{br"ED.r@n},1,NN,848.25,0.73,,brethren
Breton,6,952,0.06,br"E.tn=,5,2,{breton},{br"E.tn=},1,NN,748.29,0.22,,breton
Brett,5,8383,5.71,br"Et,4,1,{brett},{br"Et},1,NN,729.52,0.94,,brett
brevity,7,862,0.22,br"E.v@.4i,7,3,{brev--ity},{br"E.v--@.4i},2,NN,808.47,0.59,,brevity
brew,4,2988,2.51,br"u,3,1,{brew},{br"u},1,VB|NN,679.56,1,,brew
brewed,6,1099,0.43,br"ud,4,1,{brew}>ed>,{br"u}>d>,2,VB,667.91,0.97,,brewed
brewers,7,1224,0.1,br"u@`z,5,1,{brew}>er>>s>,{br"u}>@`>>z>,3,NN,694.56,1,,brewers
bishops,7,876,0.8,b"I.S@ps,6,2,{bishop}>s>,{b"I.S@p}>s>,2,NN,702.06,0.97,,bishops
